name_hg38,name,chr,start,end,TargetGene,category,TargetGeneTSS_hg38,chr_hg38,start_hg38,end_hg38
chr8:125832978-125833478,chr8:126845222-126845722,chr8,126845222,126845722,MYC,putative_enhancer,127736068,chr8,125832978,125833478
chr8:125839786-125840286,chr8:126852030-126852530,chr8,126852030,126852530,MYC,putative_enhancer,127736068,chr8,125839786,125840286
chr8:125870980-125871480,chr8:126883224-126883724,chr8,126883224,126883724,MYC,putative_enhancer,127736068,chr8,125870980,125871480
chr8:125911632-125912343,chr8:126923876-126924587,chr8,126923876,126924587,MYC,putative_enhancer,127736068,chr8,125911632,125912343
chr8:125917015-125917515,chr8:126929259-126929759,chr8,126929259,126929759,MYC,putative_enhancer,127736068,chr8,125917015,125917515
chr8:125921170-125921670,chr8:126933414-126933914,chr8,126933414,126933914,MYC,putative_enhancer,127736068,chr8,125921170,125921670
chr8:125923003-125923503,chr8:126935247-126935747,chr8,126935247,126935747,MYC,putative_enhancer,127736068,chr8,125923003,125923503
chr8:125946938-125947438,chr8:126959182-126959682,chr8,126959182,126959682,MYC,putative_enhancer,127736068,chr8,125946938,125947438
chr8:125950947-125951447,chr8:126963191-126963691,chr8,126963191,126963691,MYC,putative_enhancer,127736068,chr8,125950947,125951447
chr8:125957467-125958190,chr8:126969711-126970434,chr8,126969711,126970434,MYC,putative_enhancer,127736068,chr8,125957467,125958190
chr8:125968469-125968969,chr8:126980713-126981213,chr8,126980713,126981213,MYC,putative_enhancer,127736068,chr8,125968469,125968969
chr8:125968976-125969476,chr8:126981220-126981720,chr8,126981220,126981720,MYC,putative_enhancer,127736068,chr8,125968976,125969476
chr8:125986686-125987186,chr8:126998930-126999430,chr8,126998930,126999430,MYC,putative_enhancer,127736068,chr8,125986686,125987186
chr8:126006785-126007285,chr8:127019029-127019529,chr8,127019029,127019529,MYC,putative_enhancer,127736068,chr8,126006785,126007285
chr8:126020721-126021221,chr8:127032965-127033465,chr8,127032965,127033465,MYC,putative_enhancer,127736068,chr8,126020721,126021221
chr8:126042730-126043230,chr8:127054974-127055474,chr8,127054974,127055474,MYC,putative_enhancer,127736068,chr8,126042730,126043230
chr8:126046615-126047115,chr8:127058859-127059359,chr8,127058859,127059359,MYC,putative_enhancer,127736068,chr8,126046615,126047115
chr8:126066836-126067336,chr8:127079080-127079580,chr8,127079080,127079580,MYC,putative_enhancer,127736068,chr8,126066836,126067336
chr8:126095011-126095511,chr8:127107255-127107755,chr8,127107255,127107755,MYC,putative_enhancer,127736068,chr8,126095011,126095511
chr8:126111187-126111687,chr8:127123431-127123931,chr8,127123431,127123931,MYC,putative_enhancer,127736068,chr8,126111187,126111687
chr8:126120453-126120953,chr8:127132697-127133197,chr8,127132697,127133197,MYC,putative_enhancer,127736068,chr8,126120453,126120953
chr8:126133278-126133778,chr8:127145522-127146022,chr8,127145522,127146022,MYC,putative_enhancer,127736068,chr8,126133278,126133778
chr8:126143039-126143539,chr8:127155283-127155783,chr8,127155283,127155783,MYC,putative_enhancer,127736068,chr8,126143039,126143539
chr8:126187544-126188044,chr8:127199788-127200288,chr8,127199788,127200288,MYC,putative_enhancer,127736068,chr8,126187544,126188044
chr8:126275240-126276189,chr8:127287485-127288434,chr8,127287485,127288434,MYC,putative_enhancer,127736068,chr8,126275240,126276189
chr8:126300903-126301403,chr8:127313148-127313648,chr8,127313148,127313648,MYC,putative_enhancer,127736068,chr8,126300903,126301403
chr8:126364266-126364766,chr8:127376511-127377011,chr8,127376511,127377011,MYC,putative_enhancer,127736068,chr8,126364266,126364766
chr8:126375355-126375970,chr8:127387600-127388215,chr8,127387600,127388215,MYC,putative_enhancer,127736068,chr8,126375355,126375970
chr8:126383621-126384121,chr8:127395866-127396366,chr8,127395866,127396366,MYC,putative_enhancer,127736068,chr8,126383621,126384121
chr8:126384230-126384730,chr8:127396475-127396975,chr8,127396475,127396975,MYC,putative_enhancer,127736068,chr8,126384230,126384730
chr8:126394689-126395397,chr8:127406934-127407642,chr8,127406934,127407642,MYC,putative_enhancer,127736068,chr8,126394689,126395397
chr8:126410169-126410669,chr8:127422414-127422914,chr8,127422414,127422914,MYC,putative_enhancer,127736068,chr8,126410169,126410669
chr8:126433289-126434161,chr8:127445534-127446406,chr8,127445534,127446406,MYC,putative_enhancer,127736068,chr8,126433289,126434161
chr8:126434306-126435420,chr8:127446551-127447665,chr8,127446551,127447665,MYC,putative_enhancer,127736068,chr8,126434306,126435420
chr8:126448611-126449111,chr8:127460856-127461356,chr8,127460856,127461356,MYC,putative_enhancer,127736068,chr8,126448611,126449111
chr8:126449209-126449898,chr8:127461454-127462143,chr8,127461454,127462143,MYC,putative_enhancer,127736068,chr8,126449209,126449898
chr8:126453621-126454797,chr8:127465866-127467042,chr8,127465866,127467042,MYC,putative_enhancer,127736068,chr8,126453621,126454797
chr8:126488098-126488598,chr8:127500343-127500843,chr8,127500343,127500843,MYC,putative_enhancer,127736068,chr8,126488098,126488598
chr8:126500883-126501613,chr8:127513128-127513858,chr8,127513128,127513858,MYC,putative_enhancer,127736068,chr8,126500883,126501613
chr8:126503832-126504515,chr8:127516077-127516760,chr8,127516077,127516760,MYC,putative_enhancer,127736068,chr8,126503832,126504515
chr8:126505977-126506844,chr8:127518222-127519089,chr8,127518222,127519089,MYC,putative_enhancer,127736068,chr8,126505977,126506844
chr8:126508201-126508701,chr8:127520446-127520946,chr8,127520446,127520946,MYC,putative_enhancer,127736068,chr8,126508201,126508701
chr8:126509023-126509523,chr8:127521268-127521768,chr8,127521268,127521768,MYC,putative_enhancer,127736068,chr8,126509023,126509523
chr8:126510223-126510723,chr8:127522468-127522968,chr8,127522468,127522968,MYC,putative_enhancer,127736068,chr8,126510223,126510723
chr8:126527469-126527969,chr8:127539714-127540214,chr8,127539714,127540214,MYC,putative_enhancer,127736068,chr8,126527469,126527969
chr8:126534413-126534913,chr8:127546658-127547158,chr8,127546658,127547158,MYC,putative_enhancer,127736068,chr8,126534413,126534913
chr8:126547172-126547672,chr8:127559417-127559917,chr8,127559417,127559917,MYC,putative_enhancer,127736068,chr8,126547172,126547672
chr8:126557525-126559062,chr8:127569770-127571307,chr8,127569770,127571307,MYC,putative_enhancer,127736068,chr8,126557525,126559062
chr8:126566821-126567321,chr8:127579066-127579566,chr8,127579066,127579566,MYC,putative_enhancer,127736068,chr8,126566821,126567321
chr8:126571822-126572322,chr8:127584067-127584567,chr8,127584067,127584567,MYC,putative_enhancer,127736068,chr8,126571822,126572322
chr8:126598060-126598560,chr8:127610305-127610805,chr8,127610305,127610805,MYC,putative_enhancer,127736068,chr8,126598060,126598560
chr8:126603787-126604287,chr8:127616032-127616532,chr8,127616032,127616532,MYC,putative_enhancer,127736068,chr8,126603787,126604287
chr8:126614363-126614863,chr8:127626608-127627108,chr8,127626608,127627108,MYC,putative_enhancer,127736068,chr8,126614363,126614863
chr8:126621056-126621556,chr8:127633301-127633801,chr8,127633301,127633801,MYC,putative_enhancer,127736068,chr8,126621056,126621556
chr8:126652372-126652872,chr8:127664617-127665117,chr8,127664617,127665117,MYC,putative_enhancer,127736068,chr8,126652372,126652872
chr8:126659369-126659869,chr8:127671614-127672114,chr8,127671614,127672114,MYC,putative_enhancer,127736068,chr8,126659369,126659869
chr8:126667497-126667997,chr8:127679742-127680242,chr8,127679742,127680242,MYC,putative_enhancer,127736068,chr8,126667497,126667997
chr8:126698892-126699392,chr8:127711137-127711637,chr8,127711137,127711637,MYC,putative_enhancer,127736068,chr8,126698892,126699392
chr8:126754522-126755022,chr8:127766767-127767267,chr8,127766767,127767267,MYC,putative_enhancer,127736068,chr8,126754522,126755022
chr8:126766620-126767120,chr8:127778865-127779365,chr8,127778865,127779365,MYC,putative_enhancer,127736068,chr8,126766620,126767120
chr8:126809836-126810336,chr8:127822081-127822581,chr8,127822081,127822581,MYC,putative_enhancer,127736068,chr8,126809836,126810336
chr8:126816983-126817483,chr8:127829228-127829728,chr8,127829228,127829728,MYC,putative_enhancer,127736068,chr8,126816983,126817483
chr8:126824143-126825250,chr8:127836388-127837495,chr8,127836388,127837495,MYC,putative_enhancer,127736068,chr8,126824143,126825250
chr8:126826662-126827162,chr8:127838907-127839407,chr8,127838907,127839407,MYC,putative_enhancer,127736068,chr8,126826662,126827162
chr8:126847406-126847906,chr8:127859651-127860151,chr8,127859651,127860151,MYC,putative_enhancer,127736068,chr8,126847406,126847906
chr8:126862594-126863094,chr8:127874839-127875339,chr8,127874839,127875339,MYC,putative_enhancer,127736068,chr8,126862594,126863094
chr8:126869319-126869819,chr8:127881564-127882064,chr8,127881564,127882064,MYC,putative_enhancer,127736068,chr8,126869319,126869819
chr8:126876498-126877072,chr8:127888743-127889317,chr8,127888743,127889317,MYC,putative_enhancer,127736068,chr8,126876498,126877072
chr8:126883424-126883924,chr8:127895669-127896169,chr8,127895669,127896169,MYC,putative_enhancer,127736068,chr8,126883424,126883924
chr8:126894618-126895118,chr8:127906863-127907363,chr8,127906863,127907363,MYC,putative_enhancer,127736068,chr8,126894618,126895118
chr8:126918703-126919203,chr8:127930948-127931448,chr8,127930948,127931448,MYC,putative_enhancer,127736068,chr8,126918703,126919203
chr8:126947072-126947711,chr8:127959317-127959956,chr8,127959317,127959956,MYC,putative_enhancer,127736068,chr8,126947072,126947711
chr8:126951439-126951939,chr8:127963684-127964184,chr8,127963684,127964184,MYC,putative_enhancer,127736068,chr8,126951439,126951939
chr8:126968422-126968922,chr8:127980667-127981167,chr8,127980667,127981167,MYC,putative_enhancer,127736068,chr8,126968422,126968922
chr8:126969297-126969797,chr8:127981542-127982042,chr8,127981542,127982042,MYC,putative_enhancer,127736068,chr8,126969297,126969797
chr8:126991092-126991592,chr8:128003337-128003837,chr8,128003337,128003837,MYC,putative_enhancer,127736068,chr8,126991092,126991592
chr8:127021596-127022096,chr8:128033841-128034341,chr8,128033841,128034341,MYC,putative_enhancer,127736068,chr8,127021596,127022096
chr8:127034879-127036278,chr8:128047124-128048523,chr8,128047124,128048523,MYC,putative_enhancer,127736068,chr8,127034879,127036278
chr8:127038551-127039051,chr8:128050796-128051296,chr8,128050796,128051296,MYC,putative_enhancer,127736068,chr8,127038551,127039051
chr8:127041750-127042250,chr8:128053995-128054495,chr8,128053995,128054495,MYC,putative_enhancer,127736068,chr8,127041750,127042250
chr8:127050080-127050580,chr8:128062325-128062825,chr8,128062325,128062825,MYC,putative_enhancer,127736068,chr8,127050080,127050580
chr8:127056507-127057189,chr8:128068752-128069434,chr8,128068752,128069434,MYC,putative_enhancer,127736068,chr8,127056507,127057189
chr8:127074491-127074991,chr8:128086736-128087236,chr8,128086736,128087236,MYC,putative_enhancer,127736068,chr8,127074491,127074991
chr8:127080703-127081203,chr8:128092948-128093448,chr8,128092948,128093448,MYC,putative_enhancer,127736068,chr8,127080703,127081203
chr8:127129087-127129587,chr8:128141332-128141832,chr8,128141332,128141832,MYC,putative_enhancer,127736068,chr8,127129087,127129587
chr8:127135255-127135755,chr8:128147500-128148000,chr8,128147500,128148000,MYC,putative_enhancer,127736068,chr8,127135255,127135755
chr8:127149803-127150303,chr8:128162048-128162548,chr8,128162048,128162548,MYC,putative_enhancer,127736068,chr8,127149803,127150303
chr8:127163627-127164127,chr8:128175872-128176372,chr8,128175872,128176372,MYC,putative_enhancer,127736068,chr8,127163627,127164127
chr8:127178446-127178946,chr8:128190691-128191191,chr8,128190691,128191191,MYC,putative_enhancer,127736068,chr8,127178446,127178946
chr8:127180533-127181033,chr8:128192778-128193278,chr8,128192778,128193278,MYC,putative_enhancer,127736068,chr8,127180533,127181033
chr8:127190757-127191257,chr8:128203002-128203502,chr8,128203002,128203502,MYC,putative_enhancer,127736068,chr8,127190757,127191257
chr8:127191520-127192020,chr8:128203765-128204265,chr8,128203765,128204265,MYC,putative_enhancer,127736068,chr8,127191520,127192020
chr8:127197377-127197877,chr8:128209622-128210122,chr8,128209622,128210122,MYC,putative_enhancer,127736068,chr8,127197377,127197877
chr8:127200537-127201037,chr8:128212782-128213282,chr8,128212782,128213282,MYC,putative_enhancer,127736068,chr8,127200537,127201037
chr8:127205901-127207403,chr8:128218146-128219648,chr8,128218146,128219648,MYC,putative_enhancer,127736068,chr8,127205901,127207403
chr8:127207538-127208474,chr8:128219783-128220719,chr8,128219783,128220719,MYC,putative_enhancer,127736068,chr8,127207538,127208474
chr8:127210084-127210737,chr8:128222329-128222982,chr8,128222329,128222982,MYC,putative_enhancer,127736068,chr8,127210084,127210737
chr8:127214912-127216131,chr8:128227157-128228376,chr8,128227157,128228376,MYC,putative_enhancer,127736068,chr8,127214912,127216131
chr8:127216182-127216682,chr8:128228427-128228927,chr8,128228427,128228927,MYC,putative_enhancer,127736068,chr8,127216182,127216682
chr8:127218672-127219518,chr8:128230917-128231763,chr8,128230917,128231763,MYC,putative_enhancer,127736068,chr8,127218672,127219518
chr8:127219642-127220142,chr8:128231887-128232387,chr8,128231887,128232387,MYC,putative_enhancer,127736068,chr8,127219642,127220142
chr8:127222542-127223400,chr8:128234787-128235645,chr8,128234787,128235645,MYC,putative_enhancer,127736068,chr8,127222542,127223400
chr8:127225050-127225884,chr8:128237295-128238129,chr8,128237295,128238129,MYC,putative_enhancer,127736068,chr8,127225050,127225884
chr8:127230418-127230918,chr8:128242663-128243163,chr8,128242663,128243163,MYC,putative_enhancer,127736068,chr8,127230418,127230918
chr8:127231191-127232412,chr8:128243436-128244657,chr8,128243436,128244657,MYC,putative_enhancer,127736068,chr8,127231191,127232412
chr8:127234410-127234910,chr8:128246655-128247155,chr8,128246655,128247155,MYC,putative_enhancer,127736068,chr8,127234410,127234910
chr8:127237141-127237641,chr8:128249386-128249886,chr8,128249386,128249886,MYC,putative_enhancer,127736068,chr8,127237141,127237641
chr8:127245682-127246182,chr8:128257927-128258427,chr8,128257927,128258427,MYC,putative_enhancer,127736068,chr8,127245682,127246182
chr8:127246766-127248045,chr8:128259011-128260290,chr8,128259011,128260290,MYC,putative_enhancer,127736068,chr8,127246766,127248045
chr8:127249747-127250247,chr8:128261992-128262492,chr8,128261992,128262492,MYC,putative_enhancer,127736068,chr8,127249747,127250247
chr8:127251923-127252611,chr8:128264168-128264856,chr8,128264168,128264856,MYC,putative_enhancer,127736068,chr8,127251923,127252611
chr8:127253058-127254301,chr8:128265303-128266546,chr8,128265303,128266546,MYC,putative_enhancer,127736068,chr8,127253058,127254301
chr8:127259532-127260032,chr8:128271777-128272277,chr8,128271777,128272277,MYC,putative_enhancer,127736068,chr8,127259532,127260032
chr8:127264927-127265427,chr8:128277172-128277672,chr8,128277172,128277672,MYC,putative_enhancer,127736068,chr8,127264927,127265427
chr8:127265431-127267142,chr8:128277676-128279387,chr8,128277676,128279387,MYC,putative_enhancer,127736068,chr8,127265431,127267142
chr8:127272558-127273058,chr8:128284803-128285303,chr8,128284803,128285303,MYC,putative_enhancer,127736068,chr8,127272558,127273058
chr8:127283292-127283792,chr8:128295537-128296037,chr8,128295537,128296037,MYC,putative_enhancer,127736068,chr8,127283292,127283792
chr8:127293914-127295874,chr8:128306159-128308119,chr8,128306159,128308119,MYC,putative_enhancer,127736068,chr8,127293914,127295874
chr8:127297529-127298029,chr8:128309774-128310274,chr8,128309774,128310274,MYC,putative_enhancer,127736068,chr8,127297529,127298029
chr8:127300664-127301164,chr8:128312909-128313409,chr8,128312909,128313409,MYC,putative_enhancer,127736068,chr8,127300664,127301164
chr8:127301320-127301820,chr8:128313565-128314065,chr8,128313565,128314065,MYC,putative_enhancer,127736068,chr8,127301320,127301820
chr8:127307548-127308048,chr8:128319793-128320293,chr8,128319793,128320293,MYC,putative_enhancer,127736068,chr8,127307548,127308048
chr8:127320973-127321932,chr8:128333218-128334177,chr8,128333218,128334177,MYC,putative_enhancer,127736068,chr8,127320973,127321932
chr8:127330033-127331106,chr8:128342278-128343351,chr8,128342278,128343351,MYC,putative_enhancer,127736068,chr8,127330033,127331106
chr8:127331709-127332432,chr8:128343954-128344677,chr8,128343954,128344677,MYC,putative_enhancer,127736068,chr8,127331709,127332432
chr8:127339994-127340494,chr8:128352239-128352739,chr8,128352239,128352739,MYC,putative_enhancer,127736068,chr8,127339994,127340494
chr8:127340662-127341162,chr8:128352907-128353407,chr8,128352907,128353407,MYC,putative_enhancer,127736068,chr8,127340662,127341162
chr8:127341890-127342570,chr8:128354136-128354816,chr8,128354136,128354816,MYC,putative_enhancer,127736068,chr8,127341890,127342570
chr8:127349109-127349609,chr8:128361355-128361855,chr8,128361355,128361855,MYC,putative_enhancer,127736068,chr8,127349109,127349609
chr8:127354590-127355090,chr8:128366836-128367336,chr8,128366836,128367336,MYC,putative_enhancer,127736068,chr8,127354590,127355090
chr8:127400148-127401573,chr8:128412393-128413818,chr8,128412393,128413818,MYC,putative_enhancer,127736068,chr8,127400148,127401573
chr8:127401803-127402303,chr8:128414048-128414548,chr8,128414048,128414548,MYC,putative_enhancer,127736068,chr8,127401803,127402303
chr8:127406353-127406853,chr8:128418598-128419098,chr8,128418598,128419098,MYC,putative_enhancer,127736068,chr8,127406353,127406853
chr8:127415361-127415861,chr8:128427606-128428106,chr8,128427606,128428106,MYC,putative_enhancer,127736068,chr8,127415361,127415861
chr8:127443596-127444096,chr8:128455841-128456341,chr8,128455841,128456341,MYC,putative_enhancer,127736068,chr8,127443596,127444096
chr8:127478264-127479092,chr8:128490509-128491337,chr8,128490509,128491337,MYC,putative_enhancer,127736068,chr8,127478264,127479092
chr8:127481889-127482389,chr8:128494134-128494634,chr8,128494134,128494634,MYC,putative_enhancer,127736068,chr8,127481889,127482389
chr8:127486946-127487446,chr8:128499191-128499691,chr8,128499191,128499691,MYC,putative_enhancer,127736068,chr8,127486946,127487446
chr8:127496344-127496844,chr8:128508589-128509089,chr8,128508589,128509089,MYC,putative_enhancer,127736068,chr8,127496344,127496844
chr8:127509365-127509865,chr8:128521610-128522110,chr8,128521610,128522110,MYC,putative_enhancer,127736068,chr8,127509365,127509865
chr8:127512808-127513308,chr8:128525053-128525553,chr8,128525053,128525553,MYC,putative_enhancer,127736068,chr8,127512808,127513308
chr8:127533037-127533537,chr8:128545282-128545782,chr8,128545282,128545782,MYC,putative_enhancer,127736068,chr8,127533037,127533537
chr8:127539191-127539691,chr8:128551436-128551936,chr8,128551436,128551936,MYC,putative_enhancer,127736068,chr8,127539191,127539691
chr8:127554766-127555266,chr8:128567011-128567511,chr8,128567011,128567511,MYC,putative_enhancer,127736068,chr8,127554766,127555266
chr8:127563332-127563922,chr8:128575577-128576167,chr8,128575577,128576167,MYC,putative_enhancer,127736068,chr8,127563332,127563922
chr8:127564974-127565474,chr8:128577219-128577719,chr8,128577219,128577719,MYC,putative_enhancer,127736068,chr8,127564974,127565474
chr8:127586009-127586509,chr8:128598254-128598754,chr8,128598254,128598754,MYC,putative_enhancer,127736068,chr8,127586009,127586509
chr8:127595935-127596685,chr8:128608180-128608930,chr8,128608180,128608930,MYC,putative_enhancer,127736068,chr8,127595935,127596685
chr8:127618346-127618846,chr8:128630591-128631091,chr8,128630591,128631091,MYC,putative_enhancer,127736068,chr8,127618346,127618846
chr8:127624968-127625911,chr8:128637213-128638156,chr8,128637213,128638156,MYC,putative_enhancer,127736068,chr8,127624968,127625911
chr8:127630671-127631171,chr8:128642916-128643416,chr8,128642916,128643416,MYC,putative_enhancer,127736068,chr8,127630671,127631171
chr8:127632049-127632549,chr8:128644294-128644794,chr8,128644294,128644794,MYC,putative_enhancer,127736068,chr8,127632049,127632549
chr8:127646073-127646573,chr8:128658318-128658818,chr8,128658318,128658818,MYC,putative_enhancer,127736068,chr8,127646073,127646573
chr8:127667987-127668487,chr8:128680232-128680732,chr8,128680232,128680732,MYC,putative_enhancer,127736068,chr8,127667987,127668487
chr8:127668500-127669217,chr8:128680745-128681462,chr8,128680745,128681462,MYC,putative_enhancer,127736068,chr8,127668500,127669217
chr8:127670753-127671428,chr8:128682998-128683673,chr8,128682998,128683673,MYC,putative_enhancer,127736068,chr8,127670753,127671428
chr8:127683791-127684291,chr8:128696036-128696536,chr8,128696036,128696536,MYC,putative_enhancer,127736068,chr8,127683791,127684291
chr8:127684495-127684995,chr8:128696740-128697240,chr8,128696740,128697240,MYC,putative_enhancer,127736068,chr8,127684495,127684995
chr8:127687842-127688342,chr8:128700087-128700587,chr8,128700087,128700587,MYC,putative_enhancer,127736068,chr8,127687842,127688342
chr8:127706903-127707403,chr8:128719148-128719648,chr8,128719148,128719648,MYC,putative_enhancer,127736068,chr8,127706903,127707403
chr8:127725648-127726148,chr8:128737894-128738394,chr8,128737894,128738394,MYC,putative_enhancer,127736068,chr8,127725648,127726148
chr8:127727219-127727876,chr8:128739465-128740122,chr8,128739465,128740122,MYC,putative_enhancer,127736068,chr8,127727219,127727876
chr8:127732828-127733328,chr8:128745074-128745574,chr8,128745074,128745574,MYC,putative_enhancer,127736068,chr8,127732828,127733328
chr8:127733717-127736442,chr8:128745963-128748688,chr8,128745963,128748688,MYC,TSS,127736068,chr8,127733717,127736442
chr8:127748003-127748503,chr8:128760249-128760749,chr8,128760249,128760749,MYC,putative_enhancer,127736068,chr8,127748003,127748503
chr8:127755689-127756189,chr8:128767935-128768435,chr8,128767935,128768435,MYC,putative_enhancer,127736068,chr8,127755689,127756189
chr8:127760444-127760944,chr8:128772690-128773190,chr8,128772690,128773190,MYC,putative_enhancer,127736068,chr8,127760444,127760944
chr8:127776277-127776777,chr8:128788523-128789023,chr8,128788523,128789023,MYC,putative_enhancer,127736068,chr8,127776277,127776777
chr8:127793784-127795656,chr8:128806030-128807902,chr8,128806030,128807902,MYC,putative_enhancer,127736068,chr8,127793784,127795656
chr8:127795781-127796281,chr8:128808027-128808527,chr8,128808027,128808527,MYC,putative_enhancer,127736068,chr8,127795781,127796281
chr8:127799465-127799965,chr8:128811711-128812211,chr8,128811711,128812211,MYC,putative_enhancer,127736068,chr8,127799465,127799965
chr8:127800677-127801177,chr8:128812923-128813423,chr8,128812923,128813423,MYC,putative_enhancer,127736068,chr8,127800677,127801177
chr8:127801363-127801863,chr8:128813609-128814109,chr8,128813609,128814109,MYC,putative_enhancer,127736068,chr8,127801363,127801863
chr8:127802532-127803032,chr8:128814778-128815278,chr8,128814778,128815278,MYC,putative_enhancer,127736068,chr8,127802532,127803032
chr8:127803197-127803697,chr8:128815443-128815943,chr8,128815443,128815943,MYC,putative_enhancer,127736068,chr8,127803197,127803697
chr8:127809214-127810458,chr8:128821460-128822704,chr8,128821460,128822704,MYC,putative_enhancer,127736068,chr8,127809214,127810458
chr8:127831263-127832005,chr8:128843509-128844251,chr8,128843509,128844251,MYC,putative_enhancer,127736068,chr8,127831263,127832005
chr8:127833026-127833526,chr8:128845272-128845772,chr8,128845272,128845772,MYC,putative_enhancer,127736068,chr8,127833026,127833526
chr8:127851405-127852516,chr8:128863651-128864762,chr8,128863651,128864762,MYC,putative_enhancer,127736068,chr8,127851405,127852516
chr8:127853878-127854907,chr8:128866124-128867153,chr8,128866124,128867153,MYC,putative_enhancer,127736068,chr8,127853878,127854907
chr8:127859441-127860454,chr8:128871687-128872700,chr8,128871687,128872700,MYC,putative_enhancer,127736068,chr8,127859441,127860454
chr8:127864635-127865135,chr8:128876881-128877381,chr8,128876881,128877381,MYC,putative_enhancer,127736068,chr8,127864635,127865135
chr8:127875994-127876494,chr8:128888240-128888740,chr8,128888240,128888740,MYC,putative_enhancer,127736068,chr8,127875994,127876494
chr8:127889883-127890383,chr8:128902129-128902629,chr8,128902129,128902629,MYC,putative_enhancer,127736068,chr8,127889883,127890383
chr8:127894581-127895081,chr8:128906827-128907327,chr8,128906827,128907327,MYC,putative_enhancer,127736068,chr8,127894581,127895081
chr8:127899123-127899834,chr8:128911369-128912080,chr8,128911369,128912080,MYC,putative_enhancer,127736068,chr8,127899123,127899834
chr8:127907747-127908247,chr8:128919993-128920493,chr8,128919993,128920493,MYC,putative_enhancer,127736068,chr8,127907747,127908247
chr8:127911152-127912133,chr8:128923398-128924379,chr8,128923398,128924379,MYC,putative_enhancer,127736068,chr8,127911152,127912133
chr8:127918578-127919078,chr8:128930824-128931324,chr8,128930824,128931324,MYC,putative_enhancer,127736068,chr8,127918578,127919078
chr8:127935526-127936026,chr8:128947772-128948272,chr8,128947772,128948272,MYC,putative_enhancer,127736068,chr8,127935526,127936026
chr8:127940739-127941239,chr8:128952985-128953485,chr8,128952985,128953485,MYC,putative_enhancer,127736068,chr8,127940739,127941239
chr8:127949527-127950140,chr8:128961773-128962386,chr8,128961773,128962386,MYC,putative_enhancer,127736068,chr8,127949527,127950140
chr8:127968228-127968728,chr8:128980474-128980974,chr8,128980474,128980974,MYC,putative_enhancer,127736068,chr8,127968228,127968728
chr8:127969322-127969822,chr8:128981568-128982068,chr8,128981568,128982068,MYC,putative_enhancer,127736068,chr8,127969322,127969822
chr8:127981140-127981640,chr8:128993386-128993886,chr8,128993386,128993886,MYC,putative_enhancer,127736068,chr8,127981140,127981640
chr8:127994809-127995309,chr8:129007055-129007555,chr8,129007055,129007555,MYC,putative_enhancer,127736068,chr8,127994809,127995309
chr8:128014638-128015138,chr8:129026884-129027384,chr8,129026884,129027384,MYC,putative_enhancer,127736068,chr8,128014638,128015138
chr8:128025640-128026140,chr8:129037886-129038386,chr8,129037886,129038386,MYC,putative_enhancer,127736068,chr8,128025640,128026140
chr8:128035016-128035516,chr8:129047262-129047762,chr8,129047262,129047762,MYC,putative_enhancer,127736068,chr8,128035016,128035516
chr8:128040498-128040998,chr8:129052744-129053244,chr8,129052744,129053244,MYC,putative_enhancer,127736068,chr8,128040498,128040998
chr8:128043113-128043613,chr8:129055359-129055859,chr8,129055359,129055859,MYC,putative_enhancer,127736068,chr8,128043113,128043613
chr8:128054167-128054667,chr8:129066413-129066913,chr8,129066413,129066913,MYC,putative_enhancer,127736068,chr8,128054167,128054667
chr8:128062699-128063199,chr8:129074945-129075445,chr8,129074945,129075445,MYC,putative_enhancer,127736068,chr8,128062699,128063199
chr8:128065465-128065965,chr8:129077711-129078211,chr8,129077711,129078211,MYC,putative_enhancer,127736068,chr8,128065465,128065965
chr8:128076465-128077589,chr8:129088711-129089835,chr8,129088711,129089835,MYC,putative_enhancer,127736068,chr8,128076465,128077589
chr8:128077621-128078121,chr8:129089867-129090367,chr8,129089867,129090367,MYC,putative_enhancer,127736068,chr8,128077621,128078121
chr8:128106869-128107369,chr8:129119115-129119615,chr8,129119115,129119615,MYC,putative_enhancer,127736068,chr8,128106869,128107369
chr8:128108582-128109298,chr8:129120828-129121544,chr8,129120828,129121544,MYC,putative_enhancer,127736068,chr8,128108582,128109298
chr8:128123735-128124235,chr8:129135981-129136481,chr8,129135981,129136481,MYC,putative_enhancer,127736068,chr8,128123735,128124235
chr8:128127036-128128260,chr8:129139282-129140506,chr8,129139282,129140506,MYC,putative_enhancer,127736068,chr8,128127036,128128260
chr8:128167451-128168162,chr8:129179697-129180408,chr8,129179697,129180408,MYC,putative_enhancer,127736068,chr8,128167451,128168162
chr8:128168256-128168756,chr8:129180502-129181002,chr8,129180502,129181002,MYC,putative_enhancer,127736068,chr8,128168256,128168756
chr8:128173506-128174006,chr8:129185752-129186252,chr8,129185752,129186252,MYC,putative_enhancer,127736068,chr8,128173506,128174006
chr8:128176583-128177721,chr8:129188829-129189967,chr8,129188829,129189967,MYC,putative_enhancer,127736068,chr8,128176583,128177721
chr8:128179303-128179803,chr8:129191549-129192049,chr8,129191549,129192049,MYC,putative_enhancer,127736068,chr8,128179303,128179803
chr8:128183031-128183728,chr8:129195277-129195974,chr8,129195277,129195974,MYC,putative_enhancer,127736068,chr8,128183031,128183728
chr8:128197141-128198035,chr8:129209387-129210281,chr8,129209387,129210281,MYC,putative_enhancer,127736068,chr8,128197141,128198035
