element_name,chr,start,end,name,class,activity_base,activity_base_squared,TargetGene,TargetGeneTSS,TargetGeneExpression,TargetGenePromoterActivityQuantile,TargetGeneIsExpressed,distance,isSelfPromoter,powerlaw_contact,powerlaw_contact_reference,hic_contact,juicebox_contact_values,hic_contact_pl_scaled,hic_pseudocount,hic_contact_pl_scaled_adj,ABC.Score.Numerator,ABC.Score,powerlaw.Score.Numerator,powerlaw.Score,CellType,hic_contact_squared,activity_base+aux,activity_base_squared+aux,TargetGeneExpression+aux,powerlaw_contact+aux,powerlaw_contact_reference+aux,hic_contact+aux,juicebox_contact_values+aux,hic_contact_pl_scaled+aux,hic_pseudocount+aux,hic_contact_pl_scaled_adj+aux,ABC.Score.Numerator+aux,ABC.Score+aux,powerlaw.Score.Numerator+aux,powerlaw.Score+aux,hic_contact_squared+aux,distance kb,Hi-C FC(+aux/-aux),Hi-C log2FC(+aux/-aux),Hi-C log10FC(+aux/-aux)
promoter|chr11:68903585-68904104|CCND1,chr11,68903585,68904104,promoter|chr11:68903585-68904104,promoter,3.982203,15.857941,CCND1,69641104,,0.861453,True,737259.5,False,0.001111,0.001602,0.000561,0.000561,0.000561,0.000803,0.001364,0.005432,0.000679,0.006381,1.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,3.982203,15.857941,,0.001426,0.001602,0.00068,0.00068,0.00068,0.001073,0.001754,0.006983,0.001019,0.006381,1.2e-05,0.0,737.2595,1.2859237536656891,0.362805103420559,0.1092152187095614
promoter|chr11:68904159-68904659|CCND1,chr11,68904159,68904659,promoter|chr11:68904159-68904659,promoter,2.379954,5.664181,CCND1,69641104,,0.861453,True,736695.0,False,0.001112,0.001604,0.000561,0.000561,0.000561,0.000803,0.001364,0.003246,0.000406,0.003816,8e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.379954,5.664181,,0.001427,0.001604,0.00068,0.00068,0.00068,0.001073,0.001754,0.004174,0.000609,0.003816,7e-06,0.0,736.695,1.2859237536656891,0.362805103420559,0.1092152187095614
genic|chr11:68925641-68926141|CCND1,chr11,68925641,68926141,genic|chr11:68925641-68926141,genic,0.72936,0.531966,CCND1,69641104,,0.861453,True,715213.0,False,0.001147,0.001645,0.0,,0.0,0.000803,0.000803,0.000586,7.3e-05,0.0012,2e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.72936,0.531966,,0.001467,0.001645,0.001217,0.001217,0.001217,0.001073,0.00229,0.001671,0.000244,0.0012,2e-06,1e-06,715.213,2.851805728518057,1.5118757054669911,0.4551199370612071
intergenic|chr11:68950247-68950747|CCND1,chr11,68950247,68950747,intergenic|chr11:68950247-68950747,intergenic,0.851466,0.724994,CCND1,69641104,,0.861453,True,690607.0,False,0.001191,0.001696,0.001239,0.001239,0.001239,0.000803,0.002041,0.001738,0.000217,0.001444,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,2e-06,0.851466,0.724994,,0.001516,0.001696,0.000372,0.000372,0.000372,0.001073,0.001445,0.001231,0.00018,0.001444,3e-06,0.0,690.607,0.707986281234689,-0.498206689644677,-0.149975157623504
intergenic|chr11:68956061-68956561|CCND1,chr11,68956061,68956561,intergenic|chr11:68956061-68956561,intergenic,0.353831,0.125196,CCND1,69641104,,0.861453,True,684793.0,False,0.001202,0.001709,0.0,,0.0,0.000803,0.000803,0.000284,3.5e-05,0.000605,1e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.353831,0.125196,,0.001528,0.001709,0.0,,0.0,0.001073,0.001073,0.00038,5.5e-05,0.000605,1e-06,0.0,684.793,1.336239103362391,0.4181781832392079,0.1258841766872702
intergenic|chr11:68974604-68975389|CCND1,chr11,68974604,68975389,intergenic|chr11:68974604-68975389,intergenic,3.475638,12.08006,CCND1,69641104,,0.861453,True,666107.5,False,0.001237,0.00175,0.000658,0.000658,0.000658,0.000803,0.001461,0.005078,0.000635,0.006084,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,3.475638,12.08006,,0.001568,0.00175,0.0,,0.0,0.001073,0.001073,0.003731,0.000544,0.006084,1.2e-05,0.0,666.1075,0.7344284736481861,-0.4453061020469757,-0.1340504939683455
promoter|chr11:68980736-68981236|CCND1,chr11,68980736,68981236,promoter|chr11:68980736-68981236,promoter,0.601986,0.362387,CCND1,69641104,,0.861453,True,660118.0,False,0.001249,0.001764,0.0,,0.0,0.000803,0.000803,0.000483,6e-05,0.001062,2e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.601986,0.362387,,0.001581,0.001764,0.0,,0.0,0.001073,0.001073,0.000646,9.4e-05,0.001062,2e-06,0.0,660.118,1.336239103362391,0.4181781832392079,0.1258841766872702
intergenic|chr11:69000694-69001194|CCND1,chr11,69000694,69001194,intergenic|chr11:69000694-69001194,intergenic,1.961344,3.84687,CCND1,69641104,,0.861453,True,640160.0,False,0.001291,0.001812,0.0,,0.0,0.000803,0.000803,0.001575,0.000197,0.003554,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.961344,3.84687,,0.001627,0.001812,0.000329,0.000329,0.000329,0.001073,0.001403,0.002752,0.000401,0.003554,7e-06,0.0,640.16,1.74719800747198,0.8050431161025848,0.2423421257496789
genic|chr11:69008271-69009196|CCND1,chr11,69008271,69009196,genic|chr11:69008271-69009196,genic,7.094677,50.334442,CCND1,69641104,,0.861453,True,632370.5,False,0.001308,0.001831,0.0,,0.0,0.000803,0.000803,0.005696,0.000712,0.012993,2.6e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,7.094677,50.334442,,0.001645,0.001831,0.000366,0.000366,0.000366,0.001073,0.001439,0.01021,0.001489,0.012993,2.5e-05,0.0,632.3705,1.7920298879202987,0.8415946992229841,0.2533452486579244
genic|chr11:69010262-69010762|CCND1,chr11,69010262,69010762,genic|chr11:69010262-69010762,genic,1.902823,3.620735,CCND1,69641104,,0.861453,True,630592.0,False,0.001312,0.001836,0.0,,0.0,0.000803,0.000803,0.001528,0.000191,0.003493,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.902823,3.620735,,0.00165,0.001836,0.000405,0.000405,0.000405,0.001073,0.001478,0.002813,0.00041,0.003493,7e-06,0.0,630.592,1.8405977584059772,0.8801743766288368,0.2649588887801259
genic|chr11:69010951-69011451|CCND1,chr11,69010951,69011451,genic|chr11:69010951-69011451,genic,2.459552,6.049396,CCND1,69641104,,0.861453,True,629903.0,False,0.001313,0.001838,0.0,,0.0,0.000803,0.000803,0.001975,0.000247,0.00452,9e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.459552,6.049396,,0.001651,0.001838,0.000405,0.000405,0.000405,0.001073,0.001478,0.003636,0.00053,0.00452,9e-06,0.0,629.903,1.8405977584059772,0.8801743766288368,0.2649588887801259
promoter|chr11:69012103-69012603|CCND1,chr11,69012103,69012603,promoter|chr11:69012103-69012603,promoter,0.187817,0.035275,CCND1,69641104,,0.861453,True,628751.0,False,0.001316,0.001841,0.0,,0.0,0.000803,0.000803,0.000151,1.9e-05,0.000346,1e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.187817,0.035275,,0.001654,0.001841,0.000405,0.000405,0.000405,0.001073,0.001478,0.000278,4e-05,0.000346,1e-06,0.0,628.751,1.8405977584059772,0.8801743766288368,0.2649588887801259
promoter|chr11:69013132-69013749|CCND1,chr11,69013132,69013749,promoter|chr11:69013132-69013749,promoter,0.918474,0.843594,CCND1,69641104,,0.861453,True,627663.5,False,0.001318,0.001843,0.0,,0.0,0.000803,0.000803,0.000737,9.2e-05,0.001693,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.918474,0.843594,,0.001657,0.001843,0.000405,0.000405,0.000405,0.001073,0.001478,0.001358,0.000198,0.001693,3e-06,0.0,627.6635,1.8405977584059772,0.8801743766288368,0.2649588887801259
intergenic|chr11:69044175-69044675|CCND1,chr11,69044175,69044675,intergenic|chr11:69044175-69044675,intergenic,3.683238,13.566242,CCND1,69641104,,0.861453,True,596679.0,False,0.001391,0.001926,0.0,,0.0,0.000803,0.000803,0.002957,0.00037,0.007095,1.4e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,3.683238,13.566242,,0.001737,0.001926,0.0,,0.0,0.001073,0.001073,0.003954,0.000577,0.007095,1.4e-05,0.0,596.679,1.336239103362391,0.4181781832392079,0.1258841766872702
promoter|chr11:69048560-69049131|CCND1,chr11,69048560,69049131,promoter|chr11:69048560-69049131,promoter,6.320959,39.954523,CCND1,69641104,,0.861453,True,592258.5,False,0.001402,0.001939,0.001711,0.001711,0.001711,0.000803,0.002514,0.015889,0.001986,0.012255,2.4e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,3e-06,6.320959,39.954523,,0.001749,0.001939,0.000711,0.000711,0.000711,0.001073,0.001785,0.011281,0.001645,0.012255,2.4e-05,1e-06,592.2585,0.7100238663484486,-0.4940605755040455,-0.148727052901727
genic|chr11:69075395-69076495|CCND1,chr11,69075395,69076495,genic|chr11:69075395-69076495,genic,5.680987,32.273613,CCND1,69641104,,0.861453,True,565159.0,False,0.001474,0.002019,0.001192,0.001192,0.001192,0.000803,0.001995,0.011334,0.001416,0.011472,2.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,1e-06,5.680987,32.273613,,0.001827,0.002019,0.000391,0.000391,0.000391,0.001073,0.001464,0.00832,0.001213,0.011472,2.2e-05,0.0,565.159,0.7338345864661655,-0.4464731928256658,-0.134401823300394
genic|chr11:69080302-69080802|CCND1,chr11,69080302,69080802,genic|chr11:69080302-69080802,genic,2.51359,6.318135,CCND1,69641104,,0.861453,True,560552.0,False,0.001487,0.002034,0.002585,0.002585,0.002585,0.000803,0.003387,0.008514,0.001064,0.005112,1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,7e-06,2.51359,6.318135,,0.001841,0.002034,0.000512,0.000512,0.000512,0.001073,0.001585,0.003984,0.000581,0.005112,1e-05,0.0,560.552,0.4679657514024211,-1.095525146467388,-0.3297859300908596
genic|chr11:69086064-69086564|CCND1,chr11,69086064,69086564,genic|chr11:69086064-69086564,genic,0.286107,0.081857,CCND1,69641104,,0.861453,True,554790.0,False,0.001503,0.002052,0.000599,0.000599,0.000599,0.000803,0.001401,0.000401,5e-05,0.000587,1e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,0.286107,0.081857,,0.001859,0.002052,0.001148,0.001148,0.001148,0.001073,0.002221,0.000636,9.3e-05,0.000587,1e-06,1e-06,554.79,1.585296216987866,0.6647524371161637,0.2001104232626995
genic|chr11:69088613-69089113|CCND1,chr11,69088613,69089113,genic|chr11:69088613-69089113,genic,2.895674,8.384928,CCND1,69641104,,0.861453,True,552241.0,False,0.001511,0.00206,0.000599,0.000599,0.000599,0.000803,0.001401,0.004058,0.000507,0.005966,1.2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.895674,8.384928,,0.001867,0.00206,0.001148,0.001148,0.001148,0.001073,0.002221,0.006432,0.000938,0.005966,1.2e-05,1e-06,552.241,1.585296216987866,0.6647524371161637,0.2001104232626995
genic|chr11:69089133-69089633|CCND1,chr11,69089133,69089633,genic|chr11:69089133-69089633,genic,1.33648,1.786179,CCND1,69641104,,0.861453,True,551721.0,False,0.001512,0.002062,0.000599,0.000599,0.000599,0.000803,0.001401,0.001873,0.000234,0.002756,5e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,1.33648,1.786179,,0.001869,0.002062,0.001148,0.001148,0.001148,0.001073,0.002221,0.002969,0.000433,0.002756,5e-06,1e-06,551.721,1.585296216987866,0.6647524371161637,0.2001104232626995
intergenic|chr11:69101333-69101833|CCND1,chr11,69101333,69101833,intergenic|chr11:69101333-69101833,intergenic,1.030703,1.062349,CCND1,69641104,,0.861453,True,539521.0,False,0.001549,0.002103,0.023198,0.023198,0.023198,0.000803,0.024,0.024737,0.003091,0.002167,4e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.000538,1.030703,1.062349,,0.001908,0.002103,0.001514,0.001514,0.001514,0.001073,0.002587,0.002667,0.000389,0.002167,4e-06,2e-06,539.521,0.1077916666666666,-3.2136824466985026,-0.9674148129950628
intergenic|chr11:69119160-69119660|CCND1,chr11,69119160,69119660,intergenic|chr11:69119160-69119660,intergenic,1.674232,2.803053,CCND1,69641104,,0.861453,True,521694.0,False,0.001605,0.002165,0.005677,0.005677,0.005677,0.000803,0.00648,0.010849,0.001356,0.003625,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,3.2e-05,1.674232,2.803053,,0.001969,0.002165,0.0,,0.0,0.001073,0.001073,0.001797,0.000262,0.003625,7e-06,0.0,521.694,0.1655864197530864,-2.594343737015465,-0.7809752839046422
intergenic|chr11:69122214-69123497|CCND1,chr11,69122214,69123497,intergenic|chr11:69122214-69123497,intergenic,17.468986,305.165472,CCND1,69641104,,0.861453,True,518248.5,False,0.001617,0.002178,0.011894,0.011894,0.011894,0.000803,0.012697,0.221798,0.027717,0.03804,7.5e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.000141,17.468986,305.165472,,0.001981,0.002178,0.000468,0.000468,0.000468,0.001073,0.001541,0.02692,0.003926,0.03804,7.4e-05,0.0,518.2485,0.1213672521067968,-3.042548895670345,-0.9158984808710948
intergenic|chr11:69130836-69131336|CCND1,chr11,69130836,69131336,intergenic|chr11:69130836-69131336,intergenic,0.986967,0.974104,CCND1,69641104,,0.861453,True,510018.0,False,0.001644,0.002208,0.014155,0.014155,0.014155,0.000803,0.014957,0.014762,0.001845,0.002179,4e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0002,0.986967,0.974104,,0.002011,0.002208,0.000713,0.000713,0.000713,0.001073,0.001787,0.001764,0.000257,0.002179,4e-06,1e-06,510.018,0.1194758307147155,-3.065209296218371,-0.9227199411498112
intergenic|chr11:69131483-69132203|CCND1,chr11,69131483,69132203,intergenic|chr11:69131483-69132203,intergenic,4.523213,20.459456,CCND1,69641104,,0.861453,True,509261.0,False,0.001647,0.002211,0.014155,0.014155,0.014155,0.000803,0.014957,0.067655,0.008455,0.010001,2e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0002,4.523213,20.459456,,0.002013,0.002211,0.000713,0.000713,0.000713,0.001073,0.001787,0.008082,0.001179,0.010001,2e-05,1e-06,509.261,0.1194758307147155,-3.065209296218371,-0.9227199411498112
intergenic|chr11:69137304-69137804|CCND1,chr11,69137304,69137804,intergenic|chr11:69137304-69137804,intergenic,1.711149,2.928031,CCND1,69641104,,0.861453,True,503550.0,False,0.001667,0.002233,0.002184,0.002184,0.002184,0.000803,0.002987,0.00511,0.000639,0.003821,8e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,5e-06,1.711149,2.928031,,0.002035,0.002233,0.000343,0.000343,0.000343,0.001073,0.001416,0.002423,0.000353,0.003821,7e-06,0.0,503.55,0.4740542350184131,-1.0768759722277943,-0.3241719692503784
intergenic|chr11:69138248-69138748|CCND1,chr11,69138248,69138748,intergenic|chr11:69138248-69138748,intergenic,3.225786,10.405695,CCND1,69641104,,0.861453,True,502606.0,False,0.00167,0.002236,0.002184,0.002184,0.002184,0.000803,0.002987,0.009634,0.001204,0.007214,1.4e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,5e-06,3.225786,10.405695,,0.002038,0.002236,0.000343,0.000343,0.000343,0.001073,0.001416,0.004568,0.000666,0.007214,1.4e-05,0.0,502.606,0.4740542350184131,-1.0768759722277943,-0.3241719692503784
genic|chr11:69166436-69166936|CCND1,chr11,69166436,69166936,genic|chr11:69166436-69166936,genic,2.2399,5.017152,CCND1,69641104,,0.861453,True,474418.0,False,0.001776,0.002352,0.0,,0.0,0.000803,0.000803,0.001798,0.000225,0.005267,1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.0,2.2399,5.017152,,0.002151,0.002352,0.000328,0.000328,0.000328,0.001073,0.001401,0.003139,0.000458,0.005267,1e-05,0.0,474.418,1.7447073474470731,0.8029850629135034,0.2417225900070936
promoter|chr11:69171312-69171812|CCND1,chr11,69171312,69171812,promoter|chr11:69171312-69171812,promoter,0.723446,0.523374,CCND1,69641104,,0.861453,True,469542.0,False,0.001796,0.002373,0.002493,0.002493,0.002493,0.000803,0.003296,0.002384,0.000298,0.001717,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,6e-06,0.723446,0.523374,,0.002172,0.002373,0.0,,0.0,0.001073,0.001073,0.000777,0.000113,0.001717,3e-06,0.0,469.542,0.3255461165048544,-1.6190661664266963,-0.4873874810591272
intergenic|chr11:69172617-69173117|CCND1,chr11,69172617,69173117,intergenic|chr11:69172617-69173117,intergenic,0.988298,0.976733,CCND1,69641104,,0.861453,True,468237.0,False,0.001801,0.002379,0.002493,0.002493,0.002493,0.000803,0.003296,0.003257,0.000407,0.002351,5e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,6e-06,0.988298,0.976733,,0.002177,0.002379,0.0,,0.0,0.001073,0.001073,0.001061,0.000155,0.002351,5e-06,0.0,468.237,0.3255461165048544,-1.6190661664266963,-0.4873874810591272
intergenic|chr11:69210269-69210769|CCND1,chr11,69210269,69210769,intergenic|chr11:69210269-69210769,intergenic,0.666181,0.443797,CCND1,69641104,,0.861453,True,430585.0,False,0.001969,0.002559,0.001159,0.001159,0.001159,0.000803,0.001962,0.001307,0.000163,0.001704,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,1e-06,0.666181,0.443797,,0.002354,0.002559,0.0,,0.0,0.001073,0.001073,0.000715,0.000104,0.001704,3e-06,0.0,430.585,0.5468909276248725,-0.870674965462717,-0.2620992810779787
intergenic|chr11:69240644-69241144|CCND1,chr11,69240644,69241144,intergenic|chr11:69240644-69241144,intergenic,0.418877,0.175458,CCND1,69641104,,0.861453,True,400210.0,False,0.002129,0.002727,0.005237,0.005237,0.005237,0.000803,0.00604,0.00253,0.000316,0.001142,2e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,2.7e-05,0.418877,0.175458,,0.00252,0.002727,0.0,,0.0,0.001073,0.001073,0.00045,6.6e-05,0.001142,2e-06,0.0,400.21,0.1776490066225165,-2.492898473455919,-0.7504372166551807
intergenic|chr11:69252899-69253399|CCND1,chr11,69252899,69253399,intergenic|chr11:69252899-69253399,intergenic,1.209901,1.46386,CCND1,69641104,,0.861453,True,387955.0,False,0.002201,0.002801,0.000742,0.000742,0.000742,0.000803,0.001545,0.001869,0.000234,0.003389,7e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,1e-06,1.209901,1.46386,,0.002594,0.002801,0.0,,0.0,0.001073,0.001073,0.001299,0.000189,0.003389,7e-06,0.0,387.955,0.6944983818770226,-0.5259567620352144,-0.1583287617949023
intergenic|chr11:69259028-69259528|CCND1,chr11,69259028,69259528,intergenic|chr11:69259028-69259528,intergenic,0.460656,0.212204,CCND1,69641104,,0.861453,True,381826.0,False,0.002238,0.002841,0.00115,0.00115,0.00115,0.000803,0.001953,0.000899,0.000112,0.001309,3e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,1e-06,0.460656,0.212204,,0.002633,0.002841,0.0,,0.0,0.001073,0.001073,0.000494,7.2e-05,0.001309,3e-06,0.0,381.826,0.549411162314388,-0.8640418731302688,-0.2601025213219032
intergenic|chr11:69280947-69281698|CCND1,chr11,69280947,69281698,intergenic|chr11:69280947-69281698,intergenic,3.80999,14.516024,CCND1,69641104,,0.861453,True,359781.5,False,0.002384,0.002991,0.004928,0.004928,0.004928,0.000803,0.005731,0.021835,0.002729,0.011397,2.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,2.4e-05,3.80999,14.516024,,0.002783,0.002991,0.001604,0.001604,0.001604,0.001073,0.002677,0.010201,0.001488,0.011397,2.2e-05,3e-06,359.7815,0.4671087070319316,-1.0981697572750289,-0.3305820372708168
intergenic|chr11:69287885-69288385|CCND1,chr11,69287885,69288385,intergenic|chr11:69287885-69288385,intergenic,0.686851,0.471764,CCND1,69641104,,0.861453,True,352969.0,False,0.002434,0.003042,0.005243,0.005243,0.005243,0.000803,0.006046,0.004153,0.000519,0.002089,4e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,2.7e-05,0.686851,0.471764,,0.002833,0.003042,0.000818,0.000818,0.000818,0.001073,0.001892,0.001299,0.00019,0.002089,4e-06,1e-06,352.969,0.3129341713529606,-1.6760688902883132,-0.5045470107760242
intergenic|chr11:69292289-69292789|CCND1,chr11,69292289,69292789,intergenic|chr11:69292289-69292789,intergenic,1.451037,2.105508,CCND1,69641104,,0.861453,True,348565.0,False,0.002466,0.003075,0.018438,0.018438,0.018438,0.000803,0.01924,0.027918,0.003489,0.004462,9e-06,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.00034,1.451037,2.105508,,0.002867,0.003075,0.000642,0.000642,0.000642,0.001073,0.001716,0.00249,0.000363,0.004462,9e-06,0.0,348.565,0.0891891891891892,-3.48698734115786,-1.0496877841891077
intergenic|chr11:69293088-69293588|CCND1,chr11,69293088,69293588,intergenic|chr11:69293088-69293588,intergenic,4.187544,17.535525,CCND1,69641104,,0.861453,True,347766.0,False,0.002472,0.003081,0.018438,0.018438,0.018438,0.000803,0.01924,0.08057,0.010069,0.012902,2.6e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.00034,4.187544,17.535525,,0.002873,0.003081,0.000642,0.000642,0.000642,0.001073,0.001716,0.007184,0.001048,0.012902,2.5e-05,0.0,347.766,0.0891891891891892,-3.48698734115786,-1.0496877841891077
promoter|chr11:69293756-69294387|CCND1,chr11,69293756,69294387,promoter|chr11:69293756-69294387,promoter,11.609431,134.778888,CCND1,69641104,,0.861453,True,347032.5,False,0.002478,0.003087,0.018438,0.018438,0.018438,0.000803,0.01924,0.223369,0.027914,0.035835,7.1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.00034,11.609431,134.778888,,0.002878,0.003087,0.000642,0.000642,0.000642,0.001073,0.001716,0.019918,0.002905,0.035835,7e-05,0.0,347.0325,0.0891891891891892,-3.48698734115786,-1.0496877841891077
genic|chr11:69296942-69297814|CCND1,chr11,69296942,69297814,genic|chr11:69296942-69297814,genic,23.430866,549.005482,CCND1,69641104,,0.861453,True,343726.0,False,0.002503,0.003113,0.033828,0.033828,0.033828,0.000803,0.034631,0.811435,0.101403,0.07293,0.000145,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.001144,23.430866,549.005482,,0.002904,0.003113,0.003722,0.003722,0.003722,0.001073,0.004796,0.112371,0.01639,0.07293,0.000142,1.4e-05,343.726,0.1384886373480407,-2.8521604833357195,-0.85858585793153
intergenic|chr11:69298419-69298919|CCND1,chr11,69298419,69298919,intergenic|chr11:69298419-69298919,intergenic,8.627886,74.440417,CCND1,69641104,,0.861453,True,342435.0,False,0.002513,0.003123,0.033828,0.033828,0.033828,0.000803,0.034631,0.298792,0.037339,0.026943,5.3e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.001144,8.627886,74.440417,,0.002914,0.003123,0.003722,0.003722,0.003722,0.001073,0.004796,0.041378,0.006035,0.026943,5.3e-05,1.4e-05,342.435,0.1384886373480407,-2.8521604833357195,-0.85858585793153
intergenic|chr11:69301335-69302364|CCND1,chr11,69301335,69302364,intergenic|chr11:69301335-69302364,intergenic,16.71835,279.503227,CCND1,69641104,,0.861453,True,339254.5,False,0.002538,0.003148,0.021386,0.021386,0.021386,0.000803,0.022188,0.370954,0.046357,0.052633,0.000104,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,0.000457,16.71835,279.503227,,0.00294,0.003148,0.002232,0.002232,0.002232,0.001073,0.003306,0.055269,0.008061,0.052633,0.000103,5e-06,339.2545,0.1489994591671173,-2.746621000833038,-0.8268153079713692
intergenic|chr11:69321154-69322519|CCND1,chr11,69321154,69322519,intergenic|chr11:69321154-69322519,intergenic,6.00736,36.088374,CCND1,69641104,,0.861453,True,319267.5,False,0.002708,0.003319,0.004274,0.004274,0.004274,0.000803,0.005077,0.0305,0.003811,0.019938,4e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,1.8e-05,6.00736,36.088374,,0.003111,0.003319,0.000421,0.000421,0.000421,0.001073,0.001495,0.008979,0.00131,0.019938,3.9e-05,0.0,319.2675,0.2944652353752216,-1.7638307756441556,-0.5309659707441567
intergenic|chr11:69335974-69336474|CCND1,chr11,69335974,69336474,intergenic|chr11:69335974-69336474,intergenic,1.442664,2.081279,CCND1,69641104,,0.861453,True,304880.0,False,0.002844,0.003455,0.002515,0.002515,0.002515,0.000803,0.003317,0.004786,0.000598,0.004984,1e-05,HCT116_ENCFF166PCV_ENCFF799ZUN_ENCFF977FPK_ENCFF938MXK_RAD21-untreated,6e-06,1.442664,2.081279,,0.003248,0.003455,0.000692,0.000692,0.000692,0.001073,0.001765,0.002546,0.000371,0.004984,1e-05,0.0,304.88,0.5321073258968948,-0.910210828629479,-0.2740007617956408
